pair_name	sex	pleio_total	pleio_type_ANTAGONIST	pleio_type_AGONIST	pleio_agonist_dir_POSITIVE	pleio_agonist_dir_NEGATIVE	convincing_CONVINCING	convincing_type_CONVINCING_SAME	convincing_type_CONVINCING_DISTINCT
Type 2 diabetes:Weight	male	26	15	11	9	2	10	9	1
Type 2 diabetes:Word reading	female	1	1	NA	NA	NA	NA	NA	NA
Type 2 diabetes:Word reading	male	2	1	1	NA	1	NA	NA	NA
Waist circumference (adjBMI):Waist-hip ratio	female	35	18	17	10	7	17	16	1
Waist circumference (adjBMI):Waist-hip ratio	male	16	12	4	2	2	4	4	NA
Waist circumference (adjBMI):Waist-hip ratio (<= 50 yrs, adjBMI)	female	18	4	14	7	7	14	12	2
Waist circumference (adjBMI):Waist-hip ratio (<= 50 yrs, adjBMI)	male	8	2	6	5	1	6	6	NA
Waist circumference (adjBMI):Waist-hip ratio (> 50 yrs, adjBMI)	female	25	7	18	9	9	18	17	1
Waist circumference (adjBMI):Waist-hip ratio (> 50 yrs, adjBMI)	male	9	5	4	2	2	3	2	1
Waist circumference (adjBMI):Waist-hip ratio (adjBMI)	female	39	19	20	11	9	22	21	1
Waist circumference (adjBMI):Waist-hip ratio (adjBMI)	male	21	14	7	4	3	7	7	NA
Waist circumference (adjBMI):Weight	female	10	6	4	3	1	1	1	NA
Waist circumference (adjBMI):Weight	male	10	NA	10	4	6	6	5	1
Waist circumference (adjBMI):Word reading	female	2	1	1	NA	1	NA	NA	NA
Waist circumference (adjBMI):Word reading	male	3	1	2	1	1	NA	NA	NA
Waist circumference:Waist circumference (adjBMI)	female	8	5	3	3	NA	2	2	NA
Waist circumference:Waist circumference (adjBMI)	male	10	8	2	1	1	2	2	NA
Waist circumference:Waist-hip ratio	female	19	17	2	1	1	2	2	NA
Waist circumference:Waist-hip ratio	male	10	5	5	3	2	5	5	NA
Waist circumference:Waist-hip ratio (<= 50 yrs, adjBMI)	female	9	6	3	3	NA	1	1	NA
Waist circumference:Waist-hip ratio (<= 50 yrs, adjBMI)	male	5	4	1	1	NA	NA	NA	NA
Waist circumference:Waist-hip ratio (> 50 yrs, adjBMI)	female	6	4	2	2	NA	NA	NA	NA
Waist circumference:Waist-hip ratio (> 50 yrs, adjBMI)	male	6	3	3	2	1	NA	NA	NA
Waist circumference:Waist-hip ratio (adjBMI)	female	9	7	2	2	NA	NA	NA	NA
Waist circumference:Waist-hip ratio (adjBMI)	male	11	8	3	2	1	NA	NA	NA
Waist circumference:Weight	female	13	1	12	8	4	12	12	NA
Waist circumference:Weight	male	11	NA	11	8	3	11	11	NA
Waist circumference:Word reading	female	1	NA	1	NA	1	NA	NA	NA
Waist-hip ratio (<= 50 yrs, adjBMI):Waist-hip ratio (> 50 yrs, adjBMI)	female	32	NA	32	15	17	16	14	2
Waist-hip ratio (<= 50 yrs, adjBMI):Waist-hip ratio (> 50 yrs, adjBMI)	male	6	NA	6	4	2	1	NA	1
Waist-hip ratio (<= 50 yrs, adjBMI):Waist-hip ratio (adjBMI)	female	21	NA	21	12	9	21	21	NA
Waist-hip ratio (<= 50 yrs, adjBMI):Waist-hip ratio (adjBMI)	male	3	NA	3	2	1	3	3	NA
Waist-hip ratio (<= 50 yrs, adjBMI):Weight	female	5	5	NA	NA	NA	NA	NA	NA
Waist-hip ratio (<= 50 yrs, adjBMI):Weight	male	3	3	NA	NA	NA	NA	NA	NA
Waist-hip ratio (<= 50 yrs, adjBMI):Word reading	female	1	NA	1	1	NA	NA	NA	NA
Waist-hip ratio (> 50 yrs, adjBMI):Waist-hip ratio (adjBMI)	female	22	NA	22	11	11	22	22	NA
Waist-hip ratio (> 50 yrs, adjBMI):Waist-hip ratio (adjBMI)	male	4	NA	4	4	NA	4	4	NA
Waist-hip ratio (> 50 yrs, adjBMI):Weight	female	4	3	1	1	NA	NA	NA	NA
Waist-hip ratio (> 50 yrs, adjBMI):Weight	male	5	5	NA	NA	NA	1	1	NA
Waist-hip ratio (> 50 yrs, adjBMI):Word reading	female	1	NA	1	NA	1	NA	NA	NA
Waist-hip ratio (adjBMI):Weight	female	8	7	1	1	NA	NA	NA	NA
Waist-hip ratio (adjBMI):Weight	male	6	6	NA	NA	NA	1	1	NA
Waist-hip ratio (adjBMI):Word reading	female	3	2	1	NA	1	NA	NA	NA
Waist-hip ratio:Waist-hip ratio (<= 50 yrs, adjBMI)	female	19	3	16	8	8	16	16	NA
Waist-hip ratio:Waist-hip ratio (<= 50 yrs, adjBMI)	male	4	2	2	1	1	2	2	NA
Waist-hip ratio:Waist-hip ratio (> 50 yrs, adjBMI)	female	20	1	19	11	8	19	19	NA
Waist-hip ratio:Waist-hip ratio (> 50 yrs, adjBMI)	male	6	2	4	3	1	4	4	NA
Waist-hip ratio:Waist-hip ratio (adjBMI)	female	36	15	21	13	8	21	21	NA
Waist-hip ratio:Waist-hip ratio (adjBMI)	male	11	7	4	3	1	4	4	NA
Waist-hip ratio:Weight	female	15	8	7	5	2	2	2	NA
Waist-hip ratio:Weight	male	12	3	9	7	2	8	8	NA
Waist-hip ratio:Word reading	female	2	1	1	NA	1	NA	NA	NA
Weight:Word reading	female	2	1	1	1	NA	NA	NA	NA
logTG:Major Depression	female	3	NA	3	2	1	NA	NA	NA
logTG:Major Depression	male	7	4	3	2	1	NA	NA	NA
logTG:Multisite chronic pain	female	43	27	16	9	7	6	3	3
logTG:Multisite chronic pain	male	33	7	26	14	12	4	2	2
logTG:Nonword reading	female	9	3	6	2	4	1	1	NA
logTG:Nonword reading	male	18	3	15	7	8	NA	NA	NA
logTG:Number of children ever born	female	7	5	2	1	1	NA	NA	NA
logTG:Number of children ever born	male	6	2	4	3	1	NA	NA	NA
logTG:PTSD	female	14	4	10	8	2	1	NA	1
logTG:PTSD	male	12	4	8	3	5	NA	NA	NA
logTG:Parkinson's disease	female	20	12	8	5	3	6	2	4
logTG:Parkinson's disease	male	18	12	6	3	3	4	3	1
logTG:Performance IQ	female	6	4	2	2	NA	NA	NA	NA
logTG:Performance IQ	male	12	5	7	5	2	NA	NA	NA
logTG:Pubertal growth	female	2	NA	2	1	1	NA	NA	NA
logTG:Pubertal growth	male	6	5	1	NA	1	NA	NA	NA
logTG:Right Putamen	female	22	18	4	2	2	4	3	1
logTG:Right Putamen	male	20	12	8	4	4	1	NA	1
logTG:Risk-taking behaviour	female	14	7	7	4	3	NA	NA	NA
logTG:Risk-taking behaviour	male	22	11	11	8	3	NA	NA	NA
logTG:Schizophrenia	female	32	15	17	10	7	12	9	3
logTG:Schizophrenia	male	41	18	23	14	9	11	5	6
logTG:Snoring	female	51	12	39	19	20	10	6	4
logTG:Snoring	male	27	6	21	11	10	2	2	NA
logTG:Spelling	female	7	7	NA	NA	NA	1	1	NA
logTG:Spelling	male	6	5	1	NA	1	NA	NA	NA
logTG:TC	female	239	100	139	72	67	152	110	42
logTG:TC	male	225	104	121	62	59	141	102	39
logTG:Thyroid-stimulating hormone	female	31	14	17	8	9	4	4	NA
logTG:Thyroid-stimulating hormone	male	22	10	12	6	6	4	3	1
logTG:Type 2 diabetes	female	97	30	67	40	27	56	42	14
logTG:Type 2 diabetes	male	108	50	58	32	26	47	32	15
logTG:Waist circumference	female	42	30	12	6	6	12	11	1
logTG:Waist circumference	male	37	27	10	8	2	9	8	1
logTG:Waist circumference (adjBMI)	female	59	7	52	19	33	19	12	7
logTG:Waist circumference (adjBMI)	male	36	19	17	9	8	10	6	4
logTG:Waist-hip ratio	female	49	15	34	16	18	28	24	4
logTG:Waist-hip ratio	male	19	12	7	3	4	7	5	2
logTG:Waist-hip ratio (<= 50 yrs, adjBMI)	female	36	2	34	19	15	17	16	1
logTG:Waist-hip ratio (<= 50 yrs, adjBMI)	male	11	3	8	4	4	2	1	1
logTG:Waist-hip ratio (> 50 yrs, adjBMI)	female	44	7	37	18	19	20	17	3
logTG:Waist-hip ratio (> 50 yrs, adjBMI)	male	11	2	9	6	3	3	2	1
logTG:Waist-hip ratio (adjBMI)	female	51	7	44	22	22	29	21	8
logTG:Waist-hip ratio (adjBMI)	male	20	2	18	10	8	6	4	2
logTG:Weight	female	44	35	9	7	2	10	6	4
logTG:Weight	male	23	16	7	5	2	8	7	1
logTG:Word reading	female	8	2	6	3	3	NA	NA	NA
logTG:Word reading	male	14	7	7	3	4	NA	NA	NA
logTG:nonHDL	female	216	74	142	70	72	161	124	37
logTG:nonHDL	male	171	63	108	60	48	125	99	26
nonHDL:Nonword reading	female	15	5	10	3	7	NA	NA	NA
nonHDL:Nonword reading	male	20	12	8	4	4	1	1	NA
nonHDL:Number of children ever born	female	15	6	9	6	3	NA	NA	NA
nonHDL:Number of children ever born	male	17	10	7	5	2	NA	NA	NA
nonHDL:PTSD	female	23	8	15	9	6	NA	NA	NA
nonHDL:PTSD	male	22	13	9	3	6	NA	NA	NA
nonHDL:Parkinson's disease	female	19	11	8	6	2	6	1	5
nonHDL:Parkinson's disease	male	31	18	13	6	7	3	2	1
nonHDL:Performance IQ	female	18	8	10	6	4	NA	NA	NA
nonHDL:Performance IQ	male	17	12	5	2	3	NA	NA	NA
nonHDL:Pubertal growth	female	11	6	5	1	4	NA	NA	NA
nonHDL:Pubertal growth	male	5	1	4	1	3	NA	NA	NA
nonHDL:Right Putamen	female	24	14	10	7	3	2	1	1
nonHDL:Right Putamen	male	24	9	15	3	12	2	1	1
nonHDL:Risk-taking behaviour	female	26	12	14	10	4	2	2	NA
nonHDL:Risk-taking behaviour	male	29	15	14	4	10	NA	NA	NA
nonHDL:Schizophrenia	female	29	20	9	4	5	7	2	5
nonHDL:Schizophrenia	male	36	19	17	10	7	4	2	2
nonHDL:Snoring	female	50	18	32	15	17	4	3	1
nonHDL:Snoring	male	33	17	16	7	9	1	NA	1
nonHDL:Spelling	female	11	6	5	2	3	NA	NA	NA
nonHDL:Spelling	male	14	8	6	2	4	NA	NA	NA
nonHDL:TC	female	229	51	178	100	78	190	182	8
nonHDL:TC	male	190	20	170	86	84	178	170	8
nonHDL:Thyroid-stimulating hormone	female	28	10	18	11	7	4	2	2
nonHDL:Thyroid-stimulating hormone	male	29	10	19	7	12	6	2	4
nonHDL:Type 2 diabetes	female	87	24	63	34	29	32	24	8
nonHDL:Type 2 diabetes	male	90	40	50	29	21	30	16	14
nonHDL:Waist circumference	female	33	20	13	8	5	4	3	1
nonHDL:Waist circumference	male	22	14	8	5	3	2	1	1
nonHDL:Waist circumference (adjBMI)	female	54	16	38	17	21	17	12	5
nonHDL:Waist circumference (adjBMI)	male	27	13	14	8	6	1	1	NA
nonHDL:Waist-hip ratio	female	52	20	32	16	16	19	15	4
nonHDL:Waist-hip ratio	male	15	7	8	4	4	3	2	1
nonHDL:Waist-hip ratio (<= 50 yrs, adjBMI)	female	25	3	22	9	13	13	12	1
nonHDL:Waist-hip ratio (<= 50 yrs, adjBMI)	male	16	6	10	7	3	1	1	NA
nonHDL:Waist-hip ratio (> 50 yrs, adjBMI)	female	41	2	39	19	20	14	13	1
nonHDL:Waist-hip ratio (> 50 yrs, adjBMI)	male	18	9	9	6	3	1	NA	1
nonHDL:Waist-hip ratio (adjBMI)	female	49	4	45	23	22	23	16	7
nonHDL:Waist-hip ratio (adjBMI)	male	27	9	18	9	9	2	1	1
nonHDL:Weight	female	23	9	14	6	8	1	1	NA
nonHDL:Weight	male	21	17	4	4	NA	5	3	2
nonHDL:Word reading	female	20	11	9	2	7	NA	NA	NA
nonHDL:Word reading	male	17	6	11	4	7	NA	NA	NA
