sid	phenotype	description	variable_type	N	Ncontrol	Ncase	sex
20544_11_m	20544_11	Mental health problems ever diagnosed by a professional: Depression	binary	51841	43675	8166	male
20544_15_m	20544_15	Mental health problems ever diagnosed by a professional: Anxiety, nerves or generalized anxiety disorder	binary	51825	46176	5649	male
20546_3_m	20546_3	Substances taken for depression: Medication prescribed to you (for at least two weeks)	binary	51839	43035	8804	male
20547_1_m	20547_1	Activities undertaken to treat depression: Talking therapies, such as psychotherapy, counselling, group therapy or CBT	binary	51839	43806	8033	male
20548_2_m	20548_2	Manifestations of mania or irritability: I was more restless than usual	binary	50523	44639	5884	male
22126_m	22126	Doctor diagnosed hayfever or allergic rhinitis	binary	41234	32192	9042	male
22127_m	22127	Doctor diagnosed asthma	binary	41234	36232	5002	male
22502_m	22502	Cough on most days	binary	41234	35186	6048	male
22506_114_m	22506_114	Tobacco smoking: Never smoked	binary	41065	18772	22293	male
22506_113_m	22506_113	Tobacco smoking: Ex-smoker	binary	41065	24132	16933	male
100022_m	100022	Alcohol	ordinal	23483	NA	NA	male
100150_m	100150	Drinking water intake	ordinal	23469	NA	NA	male
100160_m	100160	Low calorie drink intake	ordinal	23469	NA	NA	male
100170_m	100170	Fizzy drink intake	ordinal	23469	NA	NA	male
100190_m	100190	Orange juice intake	ordinal	23459	NA	NA	male
100250_m	100250	Instant coffee intake	ordinal	23469	NA	NA	male
100270_m	100270	Filtered coffee intake	ordinal	23469	NA	NA	male
100370_m	100370	Intake of sugar added to coffee	ordinal	23469	NA	NA	male
100400_m	100400	Standard tea intake	ordinal	23469	NA	NA	male
100520_m	100520	Milk intake	ordinal	23460	NA	NA	male
100590_m	100590	Red wine intake	ordinal	23469	NA	NA	male
100630_m	100630	Rose wine intake	ordinal	23469	NA	NA	male
100670_m	100670	White wine intake	ordinal	23469	NA	NA	male
100710_m	100710	Beer/cider intake	ordinal	23469	NA	NA	male
100720_m	100720	Fortified wine intake	ordinal	23463	NA	NA	male
100730_m	100730	Spirits intake	ordinal	23469	NA	NA	male
102190_m	102190	Cake intake	ordinal	23469	NA	NA	male
102280_m	102280	Milk chocolate intake	ordinal	23467	NA	NA	male
102290_m	102290	Dark chocolate intake	ordinal	23460	NA	NA	male
102330_m	102330	Sweets intake	ordinal	23469	NA	NA	male
102360_m	102360	Sweet biscuits intake	ordinal	23469	NA	NA	male
102440_m	102440	Unsalted nuts intake	ordinal	23469	NA	NA	male
102460_m	102460	Crisp intake	ordinal	23469	NA	NA	male
102820_m	102820	Hard cheese intake	ordinal	23469	NA	NA	male
102830_m	102830	Soft cheese intake	ordinal	23469	NA	NA	male
102840_m	102840	Blue cheese intake	ordinal	23465	NA	NA	male
103020_m	103020	Beef intake	ordinal	23464	NA	NA	male
103060_m	103060	Poultry intake	ordinal	23464	NA	NA	male
103070_m	103070	Bacon intake	ordinal	23469	NA	NA	male
104020_m	104020	Fried potatoes intake	ordinal	23469	NA	NA	male
104090_m	104090	Side salad intake	ordinal	23469	NA	NA	male
104170_m	104170	Carrot intake	ordinal	23469	NA	NA	male
104210_m	104210	Cucumber intake	ordinal	23469	NA	NA	male
104240_m	104240	Lettuce intake	ordinal	23469	NA	NA	male
104290_m	104290	Sweet pepper intake	ordinal	23469	NA	NA	male
104340_m	104340	Fresh tomato intake	ordinal	23469	NA	NA	male
104450_m	104450	Apple intake	ordinal	23469	NA	NA	male
104460_m	104460	Banana intake	ordinal	23469	NA	NA	male
104530_m	104530	Orange intake	ordinal	23469	NA	NA	male
104900_m	104900	Time spent doing vigorous physical activity	ordinal	23469	NA	NA	male
104910_m	104910	Time spent doing moderate physical activity	ordinal	23469	NA	NA	male
104920_m	104920	Time spent doing light physical activity	ordinal	23469	NA	NA	male
41215_0_m	41215_0	Detention categories: Informal, not formally detained	binary	167020	155242	11778	male
41231_1_m	41231_1	Hospital episode type: General episode	binary	167020	54236	112784	male
41248_1000_m	41248_1000	Destinations on discharge from hospital (recoded): Usual Place of residence	binary	166958	62854	104104	male
100460_m	100460	Added milk to standard tea	binary	23469	15890	7579	male
102080_m	102080	Yogurt/ice-cream consumers	binary	23469	15062	8407	male
102130_m	102130	Dessert consumers	binary	23469	16037	7432	male
102700_m	102700	Starchy food consumers	binary	23469	17563	5906	male
102930_m	102930	Egg consumers	binary	23469	18343	5126	male
103140_m	103140	Fish consumer	binary	23469	17151	6318	male
104670_m	104670	Vitamin supplement user	binary	23469	15305	8164	male
110001_m	110001	Invitation to complete online 24-hour recall dietary questionnaire, acceptance	binary	103147	31950	71197	male
24009_m	24009	Traffic intensity on the nearest road	ordinal	164573	NA	NA	male
24013_m	24013	Total traffic load on major roads	ordinal	164573	NA	NA	male
24015_m	24015	Sum of road length of major roads within 100m	ordinal	164573	NA	NA	male
30150_m	30150	Eosinophill count	ordinal	162098	NA	NA	male
30160_m	30160	Basophill count	ordinal	162098	NA	NA	male
30170_m	30170	Nucleated red blood cell count	ordinal	162096	NA	NA	male
30230_m	30230	Nucleated red blood cell percentage	ordinal	162095	NA	NA	male
40009_m	40009	Reported occurrences of cancer	ordinal	24997	NA	NA	male
22606_1_m	22606_1	Workplace very noisy: Sometimes	binary	40778	18054	22724	male
22606_2_m	22606_2	Workplace very noisy: Often	binary	40735	31510	9225	male
22607_1_m	22607_1	Workplace very cold: Sometimes	binary	40727	20402	20325	male
22608_1_m	22608_1	Workplace very hot: Sometimes	binary	40734	16588	24146	male
22609_1_m	22609_1	Workplace very dusty: Sometimes	binary	40603	23880	16723	male
22610_1_m	22610_1	Workplace full of chemical or other fumes: Sometimes	binary	40331	26913	13418	male
22611_1_m	22611_1	Workplace had a lot of cigarette smoke from other people smoking: Sometimes	binary	40606	18018	22588	male
22611_2_m	22611_2	Workplace had a lot of cigarette smoke from other people smoking: Often	binary	40477	33127	7350	male
22620_1_m	22620_1	Job involved shift work: Yes	binary	40936	27039	13897	male
24014_m	24014	Close to major road	binary	164573	153011	11562	male
189_irnt_m	189_irnt	Townsend deprivation index at recruitment	continuous_irnt	166819	NA	NA	male
20016_irnt_m	20016_irnt	Fluid intelligence score	continuous_irnt	54321	NA	NA	male
20127_irnt_m	20127_irnt	Neuroticism score	continuous_irnt	137880	NA	NA	male
24019_irnt_m	24019_irnt	Particulate matter air pollution (pm10); 2007	continuous_irnt	164213	NA	NA	male
30030_irnt_m	30030_irnt	Haematocrit percentage	continuous_irnt	162399	NA	NA	male
30510_irnt_m	30510_irnt	Creatinine (enzymatic) in urine	continuous_irnt	162753	NA	NA	male
