CODE NOM_CON_SNPS NOM_CON_SNPS_EMP_P NOM_VERBOSE MARG_CON_SNPS MARG_CON_SNPS_EMP_P MARG_VERBOSE SMALLEST_CON_P_EMP_P
bm7m:r9m 127 0.000999 MORE 135 0.000999 MORE 0.000999
bm8f:ch1f 0 1 NOT 0 1 NOT 0.942
bm8f:ch4f 1 0.322 NOT 1 0.478 NOT 0.197
bm8f:ch5f 0 1 NOT 0 1 NOT 0.937
bm8f:ch6f 0 1 NOT 0 1 NOT 0.553
bm8f:l1f 0 1 NOT 0 1 NOT 0.978
bm8f:l2f 0 1 NOT 0 1 NOT 0.64
bm8f:l3f 0 1 NOT 0 1 NOT 0.965
bm8f:l4f 0 1 NOT 0 1 NOT 0.547
bm8f:l5f 0 1 NOT 0 1 NOT 0.945
bm8f:r10f 0 1 NOT 1 0.523 NOT 0.5
bm8f:r4f 0 1 NOT 0 1 NOT 0.815
bm8f:r5f 7 0.192 NOT 13 0.229 NOT 0.284
bm8f:r8f 0 1 NOT 0 1 NOT 0.993
bm8f:r9f 0 1 NOT 0 1 NOT 0.65
bm8m:ch1m 0 1 NOT 0 1 NOT 0.517
bm8m:ch4m 0 1 NOT 6 0.267 NOT 0.352
bm8m:ch5m 74 0.003 MORE 81 0.00899 MORE 0.011
bm8m:ch6m 0 1 NOT 1 0.515 NOT 0.515
bm8m:l1m 0 1 NOT 0 1 NOT 0.8
bm8m:l2m 7 0.156 NOT 18 0.137 NOT 0.235
bm8m:l3m 9 0.106 NOT 22 0.0959 NOT 0.0889
bm8m:l4m 74 0.005 MORE 94 0.00699 MORE 0.003
bm8m:l5m 11 0.0889 NOT 36 0.05 MORE 0.203
bm8m:r10m 0 1 NOT 0 1 NOT 0.61
bm8m:r4m 82 0.00699 MORE 99 0.005 MORE 0.004
bm8m:r5m 0 1 NOT 0 1 NOT 0.964
bm8m:r8m 0 1 NOT 0 1 NOT 0.998
bm8m:r9m 0 1 NOT 0 1 NOT 0.97
ch1f:ch4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
ch1f:ch5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
ch1f:ch6f 144 0.000999 MORE 144 0.000999 MORE 0.000999
ch1f:l1f 144 0.000999 MORE 144 0.000999 MORE 0.000999
ch1f:l2f 0 1 NOT 0 1 NOT 0.992
ch1f:l3f 0 1 NOT 0 1 NOT 0.944
ch1f:l4f 0 1 NOT 0 1 NOT 0.988
ch1f:l5f 0 1 NOT 0 1 NOT 0.989
ch1f:r10f 0 1 NOT 0 1 NOT 0.519
ch1f:r4f 0 1 NOT 0 1 NOT 0.633
ch1f:r5f 40 0.026 MORE 68 0.025 MORE 0.101
ch1f:r8f 0 1 NOT 1 0.479 NOT 0.427
ch1f:r9f 47 0.013 MORE 74 0.00799 MORE 0.0599
ch1m:ch4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
ch1m:ch5m 144 0.000999 MORE 144 0.000999 MORE 0.000999
ch1m:ch6m 144 0.000999 MORE 144 0.000999 MORE 0.000999
ch1m:l1m 122 0.000999 MORE 128 0.000999 MORE 0.000999
ch1m:l2m 0 1 NOT 0 1 NOT 0.819
ch1m:l3m 0 1 NOT 0 1 NOT 0.96
ch1m:l4m 0 1 NOT 0 1 NOT 0.994
ch1m:l5m 0 1 NOT 0 1 NOT 0.655
ch1m:r10m 0 1 NOT 0 1 NOT 0.652
ch1m:r4m 0 1 NOT 1 0.499 NOT 0.42
ch1m:r5m 6 0.166 NOT 10 0.212 NOT 0.112
ch1m:r8m 0 1 NOT 0 1 NOT 0.983
ch1m:r9m 2 0.245 NOT 2 0.383 NOT 0.217
ch4f:ch5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
ch4f:ch6f 144 0.000999 MORE 144 0.000999 MORE 0.000999
ch4f:l1f 107 0.000999 MORE 116 0.000999 MORE 0.003
ch4f:l2f 0 1 NOT 0 1 NOT 0.776
ch4f:l3f 2 0.252 NOT 3 0.35 NOT 0.297
ch4f:l4f 0 1 NOT 0 1 NOT 0.982
ch4f:l5f 0 1 NOT 0 1 NOT 0.635
ch4f:r10f 1 0.316 NOT 4 0.297 NOT 0.172
ch4f:r4f 1 0.324 NOT 1 0.496 NOT 0.185
ch4f:r5f 0 1 NOT 0 1 NOT 0.916
ch4f:r8f 111 0.000999 MORE 120 0.000999 MORE 0.002
ch4f:r9f 0 1 NOT 4 0.33 NOT 0.393
ch4m:ch5m 144 0.000999 MORE 144 0.000999 MORE 0.000999
ch4m:ch6m 144 0.000999 MORE 144 0.000999 MORE 0.000999
ch4m:l1m 122 0.000999 MORE 124 0.002 MORE 0.000999
ch4m:l2m 0 1 NOT 1 0.474 NOT 0.37
ch4m:l3m 0 1 NOT 0 1 NOT 0.527
ch4m:l4m 0 1 NOT 0 1 NOT 0.991
ch4m:l5m 0 1 NOT 0 1 NOT 0.892
ch4m:r10m 0 1 NOT 0 1 NOT 0.632
ch4m:r4m 0 1 NOT 0 1 NOT 0.744
ch4m:r5m 0 1 NOT 0 1 NOT 0.997
ch4m:r8m 1 0.314 NOT 4 0.312 NOT 0.28
ch4m:r9m 0 1 NOT 0 1 NOT 0.702
ch5f:ch6f 144 0.000999 MORE 144 0.000999 MORE 0.000999
ch5f:l1f 126 0.000999 MORE 130 0.000999 MORE 0.000999
ch5f:l2f 0 1 NOT 0 1 NOT 0.687
ch5f:l3f 0 1 NOT 0 1 NOT 0.578
ch5f:l4f 0 1 NOT 0 1 NOT 0.988
ch5f:l5f 0 1 NOT 0 1 NOT 0.92
ch5f:r10f 0 1 NOT 0 1 NOT 0.912
ch5f:r4f 0 1 NOT 0 1 NOT 0.573
ch5f:r5f 0 1 NOT 0 1 NOT 0.986
ch5f:r8f 24 0.041 MORE 43 0.039 MORE 0.0969
ch5f:r9f 33 0.027 MORE 49 0.033 MORE 0.0619
ch5m:ch6m 144 0.000999 MORE 144 0.000999 MORE 0.000999
ch5m:l1m 138 0.000999 MORE 140 0.000999 MORE 0.000999
ch5m:l2m 0 1 NOT 0 1 NOT 0.729
ch5m:l3m 2 0.231 NOT 8 0.204 NOT 0.184
ch5m:l4m 0 1 NOT 0 1 NOT 0.992
ch5m:l5m 0 1 NOT 0 1 NOT 0.927
ch5m:r10m 0 1 NOT 0 1 NOT 0.745
ch5m:r4m 0 1 NOT 0 1 NOT 0.912
ch5m:r5m 0 1 NOT 0 1 NOT 0.668
ch5m:r8m 0 1 NOT 0 1 NOT 0.995
ch5m:r9m 0 1 NOT 0 1 NOT 0.616
ch6f:l1f 144 0.000999 MORE 144 0.000999 MORE 0.000999
ch6f:l2f 0 1 NOT 0 1 NOT 0.992
ch6f:l3f 0 1 NOT 0 1 NOT 0.781
ch6f:l4f 0 1 NOT 0 1 NOT 0.994
ch6f:l5f 0 1 NOT 0 1 NOT 0.829
ch6f:r10f 0 1 NOT 0 1 NOT 0.876
ch6f:r4f 1 0.33 NOT 1 0.498 NOT 0.276
ch6f:r5f 7 0.117 NOT 34 0.0529 NOT 0.229
ch6f:r8f 3 0.225 NOT 4 0.334 NOT 0.128
ch6f:r9f 21 0.041 MORE 43 0.034 MORE 0.0939
ch6m:l1m 143 0.000999 MORE 143 0.000999 MORE 0.000999
ch6m:l2m 7 0.133 NOT 15 0.137 NOT 0.138
ch6m:l3m 0 1 NOT 0 1 NOT 0.873
ch6m:l4m 0 1 NOT 0 1 NOT 0.985
ch6m:l5m 0 1 NOT 0 1 NOT 0.825
ch6m:r10m 8 0.112 NOT 9 0.187 NOT 0.0739
ch6m:r4m 0 1 NOT 0 1 NOT 0.993
ch6m:r5m 0 1 NOT 0 1 NOT 0.943
ch6m:r8m 0 1 NOT 0 1 NOT 0.992
ch6m:r9m 0 1 NOT 0 1 NOT 0.816
l1f:l2f 0 1 NOT 0 1 NOT 0.976
l1f:l3f 144 0.000999 MORE 144 0.000999 MORE 0.000999
l1f:l4f 0 1 NOT 0 1 NOT 0.975
l1f:l5f 0 1 NOT 0 1 NOT 0.973
l1f:r10f 0 1 NOT 0 1 NOT 0.981
l1f:r4f 0 1 NOT 0 1 NOT 0.991
l1f:r5f 143 0.000999 MORE 144 0.000999 MORE 0.002
l1f:r8f 0 1 NOT 0 1 NOT 0.734
l1f:r9f 0 1 NOT 0 1 NOT 0.982
l1m:l2m 144 0.000999 MORE 144 0.000999 MORE 0.000999
l1m:l3m 144 0.000999 MORE 144 0.000999 MORE 0.000999
l1m:l4m 0 1 NOT 0 1 NOT 0.957
l1m:l5m 0 1 NOT 0 1 NOT 0.984
l1m:r10m 0 1 NOT 0 1 NOT 0.987
l1m:r4m 0 1 NOT 0 1 NOT 0.981
l1m:r5m 5 0.137 NOT 15 0.129 NOT 0.0809
l1m:r8m 0 1 NOT 0 1 NOT 0.988
l1m:r9m 0 1 NOT 0 1 NOT 0.98
l2f:l3f 144 0.000999 MORE 144 0.000999 MORE 0.000999
l2f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
l2f:l5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
l2f:r10f 0 1 NOT 0 1 NOT 0.684
l2f:r4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
l2f:r5f 0 1 NOT 0 1 NOT 0.972
l2f:r8f 0 1 NOT 0 1 NOT 0.846
l2f:r9f 106 0.003 MORE 124 0.002 MORE 0.025
l2m:l3m 144 0.000999 MORE 144 0.000999 MORE 0.000999
l2m:l4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
l2m:l5m 144 0.000999 MORE 144 0.000999 MORE 0.000999
l2m:r10m 0 1 NOT 0 1 NOT 0.505
l2m:r4m 0 1 NOT 0 1 NOT 0.604
l2m:r5m 135 0.000999 MORE 137 0.000999 MORE 0.000999
l2m:r8m 140 0.000999 MORE 141 0.000999 MORE 0.000999
l2m:r9m 125 0.002 MORE 138 0.000999 MORE 0.000999
l3f:l4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
l3f:l5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
l3f:r10f 0 1 NOT 0 1 NOT 0.78
l3f:r4f 99 0.002 MORE 108 0.002 MORE 0.000999
l3f:r5f 0 1 NOT 0 1 NOT 0.667
l3f:r8f 1 0.295 NOT 3 0.328 NOT 0.288
l3f:r9f 20 0.0579 NOT 39 0.0539 NOT 0.0549
l3m:l4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
l3m:l5m 144 0.000999 MORE 144 0.000999 MORE 0.000999
l3m:r10m 3 0.183 NOT 6 0.249 NOT 0.22
l3m:r4m 0 1 NOT 4 0.283 NOT 0.287
l3m:r5m 133 0.000999 MORE 137 0.000999 MORE 0.000999
l3m:r8m 139 0.000999 MORE 141 0.000999 MORE 0.000999
l3m:r9m 47 0.014 MORE 66 0.018 MORE 0.00899
l4f:l5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
l4f:r10f 144 0.000999 MORE 144 0.000999 MORE 0.000999
l4f:r4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
l4f:r5f 0 1 NOT 0 1 NOT 0.993
l4f:r8f 0 1 NOT 1 0.469 NOT 0.451
l4f:r9f 23 0.049 MORE 43 0.0539 NOT 0.0549
l4m:l5m 144 0.000999 MORE 144 0.000999 MORE 0.000999
l4m:r10m 133 0.000999 MORE 135 0.000999 MORE 0.000999
l4m:r4m 144 0.000999 MORE 144 0.000999 MORE 0.000999
l4m:r5m 1 0.282 NOT 16 0.126 NOT 0.276
l4m:r8m 143 0.000999 MORE 143 0.000999 MORE 0.000999
l4m:r9m 133 0.000999 MORE 141 0.000999 MORE 0.000999
l5f:r10f 44 0.019 MORE 56 0.028 MORE 0.033
l5f:r4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
l5f:r5f 0 1 NOT 0 1 NOT 0.986
l5f:r8f 0 1 NOT 0 1 NOT 0.83
l5f:r9f 94 0.000999 MORE 114 0.000999 MORE 0.037
l5m:r10m 0 1 NOT 0 1 NOT 0.813
l5m:r4m 58 0.003 MORE 78 0.004 MORE 0.005
l5m:r5m 0 1 NOT 0 1 NOT 0.505
l5m:r8m 141 0.000999 MORE 143 0.000999 MORE 0.000999
l5m:r9m 143 0.000999 MORE 144 0.000999 MORE 0.000999
r10f:r4f 144 0.000999 MORE 144 0.000999 MORE 0.000999
r10f:r5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
r10f:r8f 104 0.000999 MORE 120 0.000999 MORE 0.031
r10f:r9f 0 1 NOT 0 1 NOT 0.873
r10m:r4m 141 0.000999 MORE 143 0.000999 MORE 0.000999
r10m:r5m 144 0.000999 MORE 144 0.000999 MORE 0.000999
r10m:r8m 17 0.0539 NOT 24 0.0949 NOT 0.0849
r10m:r9m 0 1 NOT 1 0.581 NOT 0.506
r4f:r5f 144 0.000999 MORE 144 0.000999 MORE 0.000999
r4f:r8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
r4f:r9f 80 0.004 MORE 108 0.003 MORE 0.043
r4m:r5m 144 0.000999 MORE 144 0.000999 MORE 0.000999
r4m:r8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
r4m:r9m 81 0.005 MORE 98 0.005 MORE 0.018
r5f:r8f 144 0.000999 MORE 144 0.000999 MORE 0.000999
r5f:r9f 3 0.226 NOT 13 0.175 NOT 0.289
r5m:r8m 144 0.000999 MORE 144 0.000999 MORE 0.000999
r5m:r9m 2 0.233 NOT 6 0.254 NOT 0.114
r8f:r9f 30 0.025 MORE 59 0.014 MORE 0.0549
r8m:r9m 124 0.000999 MORE 130 0.000999 MORE 0.000999
